user_id,mood,recent_activity,suggested_activity,timestamp
103,Comparison/Social Pressure,Digital Detox for 30 Minutes – Step away from social media to reduce comparison-driven anxiety.,Digital Detox for 30 Minutes – Step away from social media to reduce comparison-driven anxiety.,2025-03-06T21:38:24.708002+00:00
215,Nostalgia/Irony,Smell a Familiar Scent from Your Past – Use scent to trigger nostalgic memories.,Write Down a Lesson From Your Past That Still Guides You – Reflect on how past experiences have shaped you.,2025-03-07T21:38:24.708004+00:00
234,Pride/Confidence,Write a Letter to Your Future Self – Encourage yourself by acknowledging strengths and aspirations.,Set a Mini Goal & Achieve It – Accomplish a small task to boost confidence.,2025-02-25T21:38:24.708006+00:00
109,Anger/Resentment,"Count Backward from 100 by 7s – Forces logical thinking, distracting from anger.","Write an Angry Letter (Then Destroy It) – Write down your feelings, then shred or burn the letter safely.",2025-03-03T21:38:24.708008+00:00
332,Nostalgia/Irony,Look at a Childhood Toy or Object (or Find an Image of It) – Spark warm memories of the past.,Flip Through an Old Photo Album – Reflect on past experiences and emotions.,2025-03-10T21:38:24.708010+00:00
139,Nostalgia/Irony,Flip Through an Old Photo Album – Reflect on past experiences and emotions.,Write Down a Lesson From Your Past That Still Guides You – Reflect on how past experiences have shaped you.,2025-03-07T21:38:24.708012+00:00
104,Happiness/Joy,Dance to Your Favorite Song – Move your body freely to release feel-good endorphins.,Look at Bright Colors or a Sunset – Vibrant colors can lift your mood.,2025-02-18T21:38:24.708014+00:00
310,Curiosity/Awe,Write a Question You’d Love to Find the Answer To – Spark curiosity by formulating an intriguing question.,Look at the Sky for 2 Minutes – Observe clouds or stars to experience a sense of wonder.,2025-02-17T21:38:24.708016+00:00
387,Pride/Confidence,Write a Letter to Your Future Self – Encourage yourself by acknowledging strengths and aspirations.,"Take a 5-Minute Victory Walk – Walk with pride, as if celebrating a win.",2025-03-12T21:38:24.708017+00:00
142,Shame/Guilt,Guided Meditation on Self-Acceptance – Sit quietly and focus on accepting your imperfections.,Watch a Video on Overcoming Perfectionism – Learn from experts about self-acceptance.,2025-02-16T21:38:24.708019+00:00
108,Anxiety/Stress,"4-7-8 Breathing – Inhale for 4 sec, hold for 7 sec, exhale for 8 sec. Repeat 5 times.","Rocking Motion – Sit and rock gently, or sway while standing to self-soothe.",2025-03-14T21:38:24.708021+00:00
206,Belonging/Connection,Look at an Old Group Photo & Reflect on Positive Moments – Recall happy memories to reinforce connection.,Re-read a Meaningful Text Message from a Loved One – Reinforce emotional connection.,2025-03-10T21:38:24.708023+00:00
355,Pride/Confidence,Read or Watch an Inspiring Story – Draw motivation from stories of perseverance and success.,Set a Mini Goal & Achieve It – Accomplish a small task to boost confidence.,2025-02-23T21:38:24.708025+00:00
281,Sadness/Despair,"10-Minute Sunlight Break – Step outside, close your eyes, and feel the sun on your skin.",Watch a Funny Clip – Play a short funny video or meme to spark a smile.,2025-03-07T21:38:24.708027+00:00
412,Pride/Confidence,List 3 Skills You Have Mastered – Reinforce self-trust by recognizing personal achievements.,Set a Mini Goal & Achieve It – Accomplish a small task to boost confidence.,2025-03-09T21:38:24.708029+00:00
153,Pride/Confidence,Power Pose for 2 Minutes – Stand confidently with hands on hips and chin up to boost self-assurance.,Read or Watch an Inspiring Story – Draw motivation from stories of perseverance and success.,2025-02-21T21:38:24.708031+00:00
337,Nostalgia/Irony,Look at a Childhood Toy or Object (or Find an Image of It) – Spark warm memories of the past.,Look at a Childhood Toy or Object (or Find an Image of It) – Spark warm memories of the past.,2025-03-01T21:38:24.708033+00:00
158,Belonging/Connection,Re-read a Meaningful Text Message from a Loved One – Reinforce emotional connection.,Listen to a Podcast About Human Stories – Feel connected through shared experiences.,2025-03-07T21:38:24.708035+00:00
121,Empathy/Compassion,"Smile at a Stranger – Foster social connection through a simple, kind gesture.",Visualize Walking in Someone Else’s Shoes – Imagine another’s perspective to enhance understanding.,2025-02-24T21:38:24.708036+00:00
224,Disappointment/Regret,Watch an Inspiring Talk – Motivates and uplifts perspective.,Watch an Inspiring Talk – Motivates and uplifts perspective.,2025-02-23T21:38:24.708039+00:00
246,Disappointment/Regret,Watch an Inspiring Talk – Motivates and uplifts perspective.,5-Minute Meditation on Acceptance – Sit still and accept the present moment.,2025-02-26T21:38:24.708040+00:00
192,Happiness/Joy,Write Down 3 Recent Wins – Acknowledge your small victories.,"Hug Yourself Firmly for 10 Seconds – Releases oxytocin, making you feel good.",2025-03-02T21:38:24.708042+00:00
335,Belonging/Connection,Write Down “What Belonging Means to Me” – Define what belonging looks like in your life.,Give a Genuine Compliment to Someone – Encourage positive social interactions.,2025-03-08T21:38:24.708044+00:00
323,Happiness/Joy,Write Down 3 Recent Wins – Acknowledge your small victories.,Watch a Comedy Skit – Laughter boosts immunity and happiness.,2025-03-02T21:38:24.708046+00:00
423,Curiosity/Awe,Look at the Sky for 2 Minutes – Observe clouds or stars to experience a sense of wonder.,Listen to an Instrumental Song You’ve Never Heard – Engage curiosity through unfamiliar music.,2025-02-23T21:38:24.708048+00:00
375,Love/Trust Issues,Do One Thing That Makes You Feel Loved – Engage in a comforting activity that brings joy and warmth.,Do One Thing That Makes You Feel Loved – Engage in a comforting activity that brings joy and warmth.,2025-02-19T21:38:24.708050+00:00
490,Shame/Guilt,"Self-Compassion Exercise – Say: \“I am human, and mistakes help me grow.\”",Guided Meditation on Self-Acceptance – Sit quietly and focus on accepting your imperfections.,2025-02-23T21:38:24.708052+00:00
307,Pride/Confidence,Visualize a Past Success – Strengthen self-belief by recalling a moment of accomplishment.,"Try a ""Yes, I Can"" Mantra – Repeat this phrase 10 times to reinforce self-efficacy.",2025-03-15T21:38:24.708054+00:00
490,Love/Trust Issues,Do One Thing That Makes You Feel Loved – Engage in a comforting activity that brings joy and warmth.,Journaling to Release Pain – Write about emotions and experiences to process heartbreak.,2025-03-15T21:38:24.708056+00:00
445,Comparison/Social Pressure,Affirmation: “I Am Enough” – Strengthen self-worth by affirming personal value.,"Practice the ""Noticing Without Judgment"" Technique – Observe comparison thoughts without attaching emotions.",2025-02-19T21:38:24.708058+00:00
180,Empathy/Compassion,Pet or Hug Yourself – Use self-soothing techniques to generate warmth and comfort.,Read a Short Story with Deep Emotion – Engage with narratives that foster empathy.,2025-03-07T21:38:24.708060+00:00
136,Sadness/Despair,"10-Minute Sunlight Break – Step outside, close your eyes, and feel the sun on your skin.","Self-Compassion Letter – Write a kind letter to yourself, as if comforting a friend.",2025-03-01T21:38:24.708062+00:00
278,Disappointment/Regret,Talk to Yourself Kindly – Replace negative self-talk with encouragement.,Write a Letter to Your Future Self – Offer encouragement and advice.,2025-02-26T21:38:24.708064+00:00
392,Happiness/Joy,Try a Small New Experience – Even trying a new flavor of tea sparks joy.,Look at Bright Colors or a Sunset – Vibrant colors can lift your mood.,2025-03-14T21:38:24.708065+00:00
344,Nostalgia/Irony,Listen to a Song That Reminds You of a Specific Time – Experience emotional connections through music.,Watch a Favorite Childhood Cartoon or Movie – Reconnect with joyful memories.,2025-02-25T21:38:24.708067+00:00
254,Pride/Confidence,"Try a ""Yes, I Can"" Mantra – Repeat this phrase 10 times to reinforce self-efficacy.",Journal One Thing You Did Well Today – Develop a habit of tracking small successes.,2025-03-01T21:38:24.708069+00:00
408,Shame/Guilt,"Self-Compassion Exercise – Say: \“I am human, and mistakes help me grow.\”",Listen to Soothing Music Without Lyrics – Helps quiet self-criticism and promote relaxation.,2025-02-21T21:38:24.708071+00:00
487,Belonging/Connection,Join an Online Forum or Community Related to Your Interests – Engage with like-minded individuals.,Write Down “What Belonging Means to Me” – Define what belonging looks like in your life.,2025-02-21T21:38:24.708073+00:00
141,Anger/Resentment,"Write an Angry Letter (Then Destroy It) – Write down your feelings, then shred or burn the letter safely.","Tense & Release Shoulders – Shrug up to your ears, hold for 5 sec, then release.",2025-02-20T21:38:24.708075+00:00
436,Curiosity/Awe,Close Your Eyes & Touch an Object – Identify an object just by its texture to enhance sensory awareness.,Try a “Beginner’s Mind” Exercise – Observe an everyday object as if seeing it for the first time.,2025-02-21T21:38:24.708077+00:00
444,Disappointment/Regret,Set a Small Goal – Achieve something simple to rebuild confidence.,List Past Successes – Remind yourself of previous accomplishments.,2025-02-20T21:38:24.708079+00:00
433,Anxiety/Stress,Cold Water Splash – Splash cold water on your face to reset your nervous system.,Write & Rip Technique – Write down worries and tear the paper. Imagine throwing stress away.,2025-02-26T21:38:24.708081+00:00
489,Happiness/Joy,Savor a Happy Memory for 60 Seconds – Close your eyes and relive a joyful moment.,Dance to Your Favorite Song – Move your body freely to release feel-good endorphins.,2025-02-18T21:38:24.708083+00:00
497,Curiosity/Awe,Close Your Eyes & Touch an Object – Identify an object just by its texture to enhance sensory awareness.,Explore a Fun Fact – Read an interesting fact to stimulate curiosity.,2025-03-06T21:38:24.708085+00:00
457,Shame/Guilt,Listen to Soothing Music Without Lyrics – Helps quiet self-criticism and promote relaxation.,Tense & Release Your Hands – Helps release built-up guilt and tension.,2025-03-02T21:38:24.708086+00:00
312,Belonging/Connection,Write Down “What Belonging Means to Me” – Define what belonging looks like in your life.,Listen to a Podcast About Human Stories – Feel connected through shared experiences.,2025-03-14T21:38:24.708088+00:00
160,Anxiety/Stress,Self-Hug – Wrap your arms around yourself and squeeze gently for 30 seconds.,"Stretching Routine – Stretch arms, neck, and legs to release physical tension.",2025-02-23T21:38:24.708090+00:00
389,Belonging/Connection,Practice a 30-Second Smile at Yourself in the Mirror – Improve self-confidence and social ease.,Write Down “What Belonging Means to Me” – Define what belonging looks like in your life.,2025-02-20T21:38:24.708092+00:00
277,Comparison/Social Pressure,"Practice the ""Noticing Without Judgment"" Technique – Observe comparison thoughts without attaching emotions.",Reframe a Comparison Thought – Replace negative comparisons with self-growth affirmations.,2025-03-02T21:38:24.708094+00:00
342,Disappointment/Regret,Talk to Yourself Kindly – Replace negative self-talk with encouragement.,List Past Successes – Remind yourself of previous accomplishments.,2025-03-06T21:38:24.708096+00:00
126,Shame/Guilt,Tense & Release Your Hands – Helps release built-up guilt and tension.,"Write a ""Lessons Learned"" List – List things you have learned from mistakes.",2025-03-05T21:38:24.708098+00:00
459,Happiness/Joy,"Hug Yourself Firmly for 10 Seconds – Releases oxytocin, making you feel good.",Look at Bright Colors or a Sunset – Vibrant colors can lift your mood.,2025-03-12T21:38:24.708100+00:00
118,Pride/Confidence,Write a Letter to Your Future Self – Encourage yourself by acknowledging strengths and aspirations.,Repeat: “I am capable and strong.” – Use verbal affirmations to build confidence.,2025-03-01T21:38:24.708102+00:00
446,Empathy/Compassion,Pet or Hug Yourself – Use self-soothing techniques to generate warmth and comfort.,Set a Boundary with Kindness – Assert personal needs while maintaining respect for others.,2025-02-24T21:38:24.708104+00:00
297,Comparison/Social Pressure,Unfollow Triggers on Social Media – Remove content that negatively affects self-perception.,List 3 Strengths Unique to You – Focus on personal qualities that make you special.,2025-03-12T21:38:24.708105+00:00
